"RESPNUM"	"CCGID"	"TERM"	"STRATA"	"ATYPE"	"AIRLINE"	"DEST"	"GATENUM"	"INTDATE"	"Q1"	"Q2_1"	"Q2_2"	"Q2_3"	"Q2_4"	"Q2_5"	"Q2_6"	"Q3_1"	"Q3_2"	"Q3_3"	"Q3_4"	"Q3_5"	"Q3_6"	"Q3A"	"Q4A"	"Q4B"	"Q4C"	"Q5"	"Q5AVG"	"SAQ"	"Q6A"	"Q6B"	"Q6C"	"Q6D"	"Q6E"	"Q6F"	"Q6G"	"Q6H"	"Q6I"	"Q6J"	"Q6K"	"Q6L"	"Q6M"	"Q6N"	"Q7COM1"	"Q7COM2"	"Q7COM3"	"Q7A1"	"Q7A2"	"Q7A3"	"Q8A"	"Q8B"	"Q8C"	"Q8D"	"Q8E"	"Q8F"	"Q8COM1"	"Q8COM2"	"Q8COM3"	"Q9"	"Q9APOS1"	"Q9APOS2"	"Q9APOS3"	"Q9ANEG1"	"Q9ANEG2"	"Q9ANEG3"	"Q9ANTR1"	"Q9ANTR2"	"Q9ANTR3"	"Q10"	"Q11"	"Q11A1"	"Q11A2"	"Q11A3"	"Q12"	"Q13A"	"Q13B"	"Q13_COM"	"Q13COM1"	"Q13COM2"	"Q13COM3"	"Q14"	"Q14A"	"Q14A1"	"Q14A2"	"Q14A3"	"Q15"	"SFFLAG"	"COUNTRY"	"Q17"	"AGE"	"Q18"	"Q19"	"INC"	"MAIL"	"LANG"	"DESTMARK"	"DESTINATION"	"DESTGEO"	"WEIGHT"	"Location.1"	"Q7_text_All"
"3,006"	"3,074"	2	2	3	18	3	4	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	NA	1	1	1	2	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	52	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	1	7	75	2	NA	""	1	2	2	"LIMA, PERU"	5	0.636476	NA	" Need bilingual signs/announcements/personnel"
"3,007"	"1,786"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	2	1	3	4.5	1	5	3	6	2	5	5	6	6	6	6	6	6	6	4	51	32	56	NA	NA	NA	4	6	6	6	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	3	2	NA	1	11	NA	1	NA	14	NA	NA	1	1	62	7	75	1	3	"125,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	" Signage inside airport confusing/small/hard to find gate or airline  Baggage claim-Takes too long/hard to find/difficult to get to/disorganized  Signage to/from/on AirTrain/BART should be improved"
"3,008"	"1,787"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	2	1	1	1	1	6	6	3	3	4	3	6	5	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	5	6	6	6	6	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	21	4	39.5	2	3	"125,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,009"	"1,788"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	2	2	1	5	5	5	5	4	5	6	4	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	5	49.5	2	4	"175,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,010"	"1,789"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	2	2	1	5	6	6	5	4	6	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	14	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	4	3	62	6	59.5	2	1	"25,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,011"	"1,790"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	3	4.5	1	5	3	3	5	5	5	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	7	5	3	NA	1	NA	NA	2	NA	NA	NA	NA	1	13	62	6	59.5	2	3	"125,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,012"	"1,791"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	1	1	1	1	6	4	3	4	2	4	6	6	5	6	5	6	4	4	23	51	55	NA	NA	NA	4	6	5	4	4	5	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	1	4	6	NA	NA	5	5	5	NA	NA	NA	NA	1	NA	18	5	NA	2	4	35	3	29.5	1	4	"175,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	" Moving walkways/escalators/elevators not working/not enough/need upgrading   Signage inside airport confusing/small/hard to find gate or airline  Information screens-Too small/not enough/lack information/displays change too rapidly"
"3,013"	"1,792"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	2	NA	6	6	5	5	5	5	5	6	6	6	6	6	5	91	NA	NA	NA	NA	NA	5	6	6	6	6	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	6	NA	NA	3	NA	NA	NA	NA	1	5	1	NA	5	NA	NA	1	NA	5	NA	NA	1	10	62	6	59.5	1	2	"75,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	" Security/Customs personnel inefficient/rude/not well trained"
"3,014"	"1,793"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	1	1	2	4	6	6	5	5	5	4	4	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	6	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	6	7	75	1	1	"25,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,015"	"1,794"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	2	2	1	3	4.5	2	5	4	4	4	5	4	6	6	4	4	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	4	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	2	21	1	NA	""	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,016"	"1,795"	2	2	2	17	3	8	4	2	1	3	8	NA	NA	NA	2	11	NA	NA	NA	NA	9	NA	NA	1	2	2	2	6	4	6	4	4	6	6	6	3	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	NA	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	3	6	59.5	1	4	"175,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,017"	"1,796"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	1	1	1	1	2	6	4	4	4	4	4	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	6	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	35	6	59.5	1	2	"75,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,018"	"1,797"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	1	1	2	NA	4	4	5	5	5	5	5	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	NA	6	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	35	6	59.5	1	4	"175,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,019"	"1,798"	2	2	2	17	3	8	4	2	1	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	1	2	2	2	3	4	4	4	4	4	4	4	3	6	4	6	3	NA	NA	NA	NA	NA	NA	NA	4	6	4	4	3	3	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	23	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	4	3	62	4	39.5	NA	4	"175,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,020"	"1,799"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	1	3	4.5	2	6	3	3	4	4	4	6	6	4	4	5	6	5	4	NA	NA	NA	NA	NA	NA	4	6	4	4	4	4	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	1	4	5	NA	NA	1	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	3	29.5	2	NA	""	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,021"	"1,800"	2	2	2	17	3	8	4	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	NA	1	NA	NA	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	5	49.5	1	3	"125,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,022"	"1,801"	2	2	2	17	3	8	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	2	2	2	4	4	5	5	5	5	4	4	4	4	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	7	5	5	NA	1	NA	NA	1	NA	7	NA	NA	1	13	62	6	59.5	1	NA	""	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,023"	"1,802"	2	2	2	17	3	8	4	2	6	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	1	1	1	2	4	4	3	3	3	3	6	3	4	6	6	6	6	4	1	8	NA	NA	NA	NA	4	6	6	6	4	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	4	39.5	2	3	"125,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	" Food too expensive  Need restaurants/stores/clubs after security"
"3,024"	"1,803"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	2	2	2	3	3	4	5	5	5	4	4	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	6	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	4	39.5	2	2	"75,000"	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,025"	"1,804"	2	2	2	17	3	8	4	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	NA	1	3	4.5	2	3	3	3	3	3	3	3	3	3	3	4	3	4	3	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	3	29.5	1	NA	""	1	1	4	"AMSTERDAM"	6	0.636476	NA	""
"3,201"	"1,969"	2	2	3	4	3	101	5	2	3	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	1	2	1	1	2	3	4	4	4	4	5	4	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	19	3	29.5	1	2	"75,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,202"	"1,970"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	1	1	1	1	2	6	4	3	5	4	4	4	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	3	2	21	2	1	"25,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,203"	"1,971"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	2	1	1	2	4	3	3	4	4	3	4	3	4	6	4	6	4	4	NA	NA	NA	NA	NA	NA	5	5	5	5	6	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	21	3	29.5	2	3	"125,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,204"	"1,972"	2	2	3	4	3	101	5	2	6	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	1	2	1	1	2	3	3	4	4	4	4	4	4	6	6	6	6	2	4	NA	NA	NA	NA	NA	NA	5	6	6	2	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	5	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	21	3	29.5	1	2	"75,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,205"	"1,973"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	NA	NA	1	1	2	6	6	6	6	2	6	6	6	5	6	4	6	5	NA	NA	NA	NA	NA	NA	NA	5	6	5	5	6	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	NA	2	21	2	NA	""	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,206"	"1,974"	2	2	3	4	3	101	5	2	8	NA	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	NA	NA	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	4	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	4	2	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	NA	3	29.5	1	4	"175,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,207"	"1,975"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	2	2	2	5	4	4	5	4	5	6	6	5	5	5	6	6	5	NA	NA	NA	NA	NA	NA	5	6	5	6	5	5	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	1	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	6	59.5	1	4	"175,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,208"	"1,976"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	1	2	1	1	2	6	3	3	3	4	2	6	3	6	6	4	6	6	3	NA	NA	NA	NA	NA	NA	4	6	4	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	5	NA	NA	5	2	5	NA	7	NA	NA	1	NA	3	NA	NA	2	4	21	2	21	2	5	"5"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,209"	"1,977"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	1	1	1	2	3	4	3	4	4	3	3	3	4	4	5	4	4	4	NA	NA	NA	NA	NA	NA	3	3	4	4	5	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	21	2	21	2	1	"25,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,210"	"1,978"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	2	1	1	2	5	6	5	6	4	4	5	5	6	6	5	6	6	4	NA	NA	NA	NA	NA	NA	5	6	5	5	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	21	3	29.5	2	1	"25,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,211"	"1,979"	2	2	3	4	3	101	5	2	3	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	2	1	3	4.5	2	6	3	4	4	3	4	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	5	NA	NA	5	3	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	2	21	2	1	"25,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	""
"3,212"	"1,980"	2	2	3	4	3	101	5	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	2	2	3	4.5	2	6	6	6	3	4	4	4	4	3	4	4	6	6	4	51	NA	NA	NA	NA	NA	4	6	4	6	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	11	62	2	21	2	3	"125,000"	1	1	2	"DUSSELDORF"	6	0.636476	NA	" Signage inside airport confusing/small/hard to find gate or airline"
"3,213"	"1,403"	3	2	1	28	2	80	9	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	1	4	4	4	3	4	4	3	6	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	3	6	6	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	43	3	29.5	2	1	"25,000"	1	2	4	"NEW YORK"	2	1.592296	NA	""
"3,214"	"1,404"	3	2	1	28	2	80	9	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	2	2	1	1	1	5	5	5	5	4	5	5	6	6	6	5	6	6	5	NA	NA	NA	NA	NA	NA	4	6	5	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	1	NA	NA	NA	NA	2	4	62	2	21	2	1	"25,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,215"	"1,405"	3	2	1	28	2	80	9	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	2	2	1	4	6	6	3	3	3	6	3	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	3	6	6	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	3	NA	NA	NA	NA	1	NA	NA	NA	NA	3	4	62	6	59.5	1	2	"75,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,216"	"1,406"	3	2	1	28	2	80	9	2	1	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	4	9.5	1	4	3	3	3	3	2	6	6	3	3	3	6	6	3	51	55	NA	NA	NA	NA	3	3	4	6	3	2	13	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	1	NA	5	13	NA	2	NA	NA	NA	NA	1	13	62	5	49.5	2	4	"175,000"	1	1	4	"NEW YORK"	2	1.592296	NA	" Signage inside airport confusing/small/hard to find gate or airline  Information screens-Too small/not enough/lack information/displays change too rapidly"
"3,217"	"1,407"	3	2	1	28	2	80	9	2	1	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	2	1	5	18.5	2	4	3	3	3	3	3	6	6	3	3	3	6	6	3	NA	NA	NA	NA	NA	NA	3	3	4	3	3	3	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	4	39.5	2	2	"75,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,218"	"1,408"	3	2	1	28	2	80	9	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	2	1	1	2	4	6	4	3	4	4	6	6	6	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	2	4	39.5	2	2	"75,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,219"	"1,409"	3	2	1	28	2	80	9	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	1	3	4.5	2	5	5	3	5	5	5	5	5	5	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	NA	NA	9	5	5	NA	NA	NA	NA	1	NA	NA	NA	NA	2	4	62	2	21	2	2	"75,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,220"	"1,410"	3	2	1	28	2	80	9	2	1	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	NA	NA	4	9.5	2	5	4	4	4	4	5	6	6	6	6	4	6	6	5	70	73	NA	NA	NA	NA	5	6	5	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	6	NA	NA	5	5	5	NA	14	NA	NA	2	NA	NA	NA	NA	2	4	62	4	39.5	1	4	"175,000"	1	1	4	"NEW YORK"	2	1.592296	NA	" Need more electrical outlets  Wifi-not free long enough/difficult to access/doesn’t cover entire airport/overloaded/didn’t know was available"
"3,221"	"1,411"	3	2	1	28	2	80	9	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	1	1	1	2	6	3	6	3	3	4	3	3	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	4	6	6	6	3	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	11	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	2	3	29.5	1	2	"75,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,222"	"1,412"	3	2	1	28	2	80	9	2	1	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	2	2	2	2	4	3	4	4	5	5	5	5	4	3	6	3	6	3	35	NA	NA	NA	NA	NA	5	5	6	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	12	62	3	29.5	1	4	"175,000"	1	1	4	"NEW YORK"	2	1.592296	NA	" Parking too far away/not enough/hard to find /expensive"
"3,223"	"1,413"	3	2	1	28	2	80	9	2	1	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	2	2	2	5	18.5	2	5	3	3	3	3	3	3	3	4	6	5	6	4	4	NA	NA	NA	NA	NA	NA	5	6	5	5	4	5	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	24	4	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	2	"75,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,224"	"1,414"	3	2	1	28	2	80	9	2	1	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	1	4	9.5	2	5	4	4	4	4	4	6	6	4	4	4	6	6	4	NA	NA	NA	NA	NA	NA	4	4	4	6	3	3	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	4	39.5	2	4	"175,000"	1	1	4	"NEW YORK"	2	1.592296	NA	""
"3,225"	"1,415"	3	2	1	28	2	90	9	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	2	1	1	1	3	3	3	5	5	4	4	4	6	6	6	6	6	3	7	NA	NA	NA	NA	NA	3	6	6	6	3	5	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	5	49.5	2	NA	""	1	1	3	"ORLANDO"	2	1.592296	NA	" Need better, more, or more unique shops"
"3,226"	"1,416"	3	2	1	28	2	90	9	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	1	5	5	6	5	5	5	5	5	6	6	5	6	6	5	40	NA	NA	NA	NA	NA	5	6	5	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	12	62	7	75	1	NA	""	1	1	3	"ORLANDO"	2	1.592296	NA	" General positive comments about SFO"
"3,227"	"1,471"	3	2	1	28	2	90	9	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	2	1	1	1	3	3	2	3	4	3	3	3	6	6	6	6	6	3	7	NA	NA	NA	NA	NA	3	6	6	6	3	3	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	3	29.5	1	1	"25,000"	1	1	3	"ORLANDO"	2	1.592296	NA	" Need better, more, or more unique shops"
"3,228"	"1,418"	3	2	1	28	2	90	9	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	2	1	1	1	6	6	6	4	4	4	6	6	6	6	6	6	6	4	40	36	NA	NA	NA	NA	3	6	6	6	6	3	8	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	7	75	1	NA	""	1	1	3	"ORLANDO"	2	1.592296	NA	" General positive comments about SFO  Airport personnel positive comment"
