Status,State_Parcel_ID,County_ID,Address,Dir,Street,Type,Full_Address,Zip,Structures,Code_Enforcement_Order,Recent_Hearing_Date,Date_of_Last_Compliance,Last_Compliance_Type,Last_Compliance_Completed_By,X,Y,ESRI_OID
CLOSED,71-08-03-227-050.000-026,018-2083-3070,1209,,College,ST,1209 College ST,46628,House,In Compliance: Outcome Complete,2014/10/28 00:00:00+00,2015/04/03 00:00:00+00,Repaired,Private,-86.2768251479999,41.6911509240001,749
CLOSED,71-08-03-227-032.000-026,018-2083-3034,1341,,College,ST,1341 College ST,46616,,In Compliance: Outcome Complete,,2014/07/08 00:00:00+00,Repaired,Private,-86.276862889,41.693161649,750
CLOSED,71-08-03-227-030.000-026,018-2083-3030,1349,,College,ST,1349 College ST,46628,"House, Garage, Fences",In Compliance: Outcome Complete,2015/02/17 00:00:00+00,2015/12/07 00:00:00+00,Repaired,Private,-86.2768663589999,41.693377067,751
CLOSED,71-03-34-481-019.000-026,018-2154-5697,1427,N,College,ST,1427 N College ST,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2015/06/02 00:00:00+00,2016/02/22 00:00:00+00,Demolished,City,-86.276892168,41.694745702,752
CLOSED,71-03-34-481-017.000-026,018-2154-5691,1509,,College,ST,1509 College ST,46628,,In Compliance: Outcome Complete,,2014/04/23 00:00:00+00,Repaired,Private,-86.276897902,41.6950204510001,753
CLOSED,71-03-34-431-019.000-026,018-2125-4635,1725,,College,ST,1725 College ST,46628,,In Compliance: Outcome Complete,,2014/08/18 00:00:00+00,Repaired,Private,-86.27697154,41.6983334860001,754
CLOSED,71-03-34-428-005.000-026,018-2127-4704,1834,,College,ST,1834 College ST,46628,"House, Garage",In Compliance: Outcome Complete,2016/06/28 00:00:00+00,2016/10/26 00:00:00+00,Repaired,Private,-86.276281409,41.7003690060001,755
CLOSED,71-08-12-330-005.000-026,018-3027-1001,524,,Columbia,ST,524 Columbia ST,46601,"House, Fence",In Compliance: Outcome Complete,2014/12/02 00:00:00+00,2015/11/18 00:00:00+00,Repaired,Private,-86.245441381,41.6701099490001,756
CLOSED,71-08-13-334-027.000-026,018-7045-1750,1820,,Columbia,ST,1820 Columbia ST,46613,,In Compliance: Outcome Complete,2013/12/19 00:00:00+00,2014/08/29 00:00:00+00,Demolished,City,-86.245005485,41.655116122,757
CLOSED,71-08-13-334-028.000-026,018-7045-1751,1824,,Columbia,ST,1824 Columbia ST,46613,"House, Fence",In Compliance: Outcome Complete,2015/09/15 00:00:00+00,2016/02/06 00:00:00+00,Demolished,City,-86.245003299,41.6550188910001,758
CLOSED,71-09-05-402-017.000-026,018-5175-6710,3038,,Corby,BLVD,3038 Corby BLVD,46615,"House, Shed",In Compliance: Outcome Complete,2014/06/03 00:00:00+00,2015/02/09 00:00:00+00,Demolished,City,-86.203991582,41.6872262730001,759
CLOSED,71-08-02-462-004.000-026,018-1028-1239,324,,Cottage Grove,AVE,324 Cottage Grove AVE,46616,House,In Compliance: Outcome Complete,2014/02/20 00:00:00+00,2015/03/06 00:00:00+00,Demolished,City,-86.2620146789999,41.679765215,760
CLOSED,71-08-02-407-031.000-026,018-1070-3001,717,,Cottage Grove,AVE,717 Cottage Grove AVE,46616,House,In Compliance: Outcome Complete,2015/08/11 00:00:00+00,2015/10/27 00:00:00+00,Repaired,Private,-86.262788497,41.684601263,761
CLOSED,71-08-02-151-023.000-026,018-1092-3897,1115,,Cleveland,AVE,1115 Cleveland AVE,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2015/06/23 00:00:00+00,2015/12/02 00:00:00+00,Repaired,Private,-86.269068171,41.689792923,762
CLOSED,71-09-06-330-009.000-026,018-5088-3143,1334,,Chalfant,ST,1334 Chalfant ST,46617,House,In Compliance: Outcome Complete,,2017/06/06 00:00:00+00,Repaired,Private,-86.22934613,41.684969933,763
CLOSED,71-09-17-253-005.000-026,018-6049-1617,3118,,Pleasant,ST,3118 Pleasant ST,46615,House,In Compliance: Outcome Complete,2018/10/18 00:00:00+00,2018/10/18 00:00:00+00,Repaired,Private,-86.202971245,41.6621566490001,764
ACTIVE,71-03-34-478-025.000-026,018-2158-5825,1609,N,ADAMS,ST,1609 N ADAMS ST,46628,"​House, Garage, Fence",Demo Affirmed,2021/06/10 00:00:00+00,,,,-86.275693599,41.6960598950001,765
CLOSED,71-08-05-455-012.000-026,018-2225-8452,5202,W,REO,AVE,5202 W REO AVE,46619,​House,In Compliance: Outcome Complete,2021/06/10 00:00:00+00,2022/05/11 00:00:00+00,Demolished,City,-86.319967922,41.679565127,766
ACTIVE,71-03-34-430-019.000-026,018-2125-4595,1745,N,BROOKFIELD,ST,1745 N BROOKFIELD ST,46628,"H​ouse, Fence",Repair Deadline Expired,2019/07/11 00:00:00+00,,,,-86.2782360589999,41.698858666,767
CLOSED,71-08-09-206-009.000-026,018-4116-4383,114,N,Illinois,ST,114 N Illinois ST,46619,"House, Garage",In Compliance: Outcome Complete,2019/06/18 00:00:00+00,2020/01/15 00:00:00+00,Demolished,Private,-86.3006150479999,41.676017512,768
CLOSED,71-08-02-378-032.000-026,018-1032-1387,1117,,Harvey,ST,1117 Harvey ST,46616,,In Compliance: Outcome Complete,2013/10/21 00:00:00+00,2014/05/16 00:00:00+00,Demolished,City,-86.266403907,41.6815869120001,769
CLOSED,71-08-02-378-031.000-026,018-1032-1386,1121,,Harvey,ST,1121 Harvey ST,46616,,In Compliance: Outcome Complete,2014/01/16 00:00:00+00,2014/09/26 00:00:00+00,Demolished,City,-86.266534661,41.6816258280001,770
CLOSED,71-09-32-101-004.000-033,026-1035-058906,2251,,Harwood,ST,2251 Harwood ST,46614,,In Compliance: Outcome Complete,2013/03/21 00:00:00+00,2013/07/03 00:00:00+00,Repaired,Private,-86.214823595,41.621993423,771
CLOSED,71-08-13-426-020.000-026,018-7053-2001,1630,,High,ST,1630 High ST,46613,House,In Compliance: Outcome Complete,2014/12/02 00:00:00+00,2015/10/21 00:00:00+00,Repaired,Private,-86.239105578,41.6572589890001,772
CLOSED,71-08-13-428-018.000-026,018-7057-2109,1814,,High,ST,1814 High ST,46613,House,In Compliance: Outcome Complete,2018/08/02 00:00:00+00,2018/08/02 00:00:00+00,Repaired,Private,-86.2390495719999,41.655457907,773
CLOSED,71-09-19-406-004.000-026,018-7201-7367,1616,,Hillsdale,RD,1616 Hillsdale RD,46614,,In Compliance: Outcome Complete,2015/08/18 00:00:00+00,2015/08/18 00:00:00+00,Demolished,Private,-86.2227601,41.640926044,774
CLOSED,71-03-26-354-035.000-026,018-2199-7407,2303,,Hollywood,PL,2303 Hollywood PL,46616,,In Compliance: Outcome Complete,2013/08/15 00:00:00+00,2014/05/28 00:00:00+00,Repaired,Private,-86.27253623,41.7086516410001,775
CLOSED,71-08-10-210-017.000-026,018-2020-0609,111,,Huey,ST,111 Huey ST,46628,House,In Compliance: Outcome Complete,2018/06/26 00:00:00+00,2018/12/12 00:00:00+00,Repaired,Private,-86.280942535,41.677292751,776
CLOSED,71-08-10-211-005.000-026,018-2020-0601,126,,Huey,ST,126 Huey ST,46628,"House, Fence",In Compliance: Outcome Complete,2015/02/03 00:00:00+00,2015/08/14 00:00:00+00,Demolished,City,-86.280409504,41.677594227,777
CLOSED,71-08-10-211-003.000-026,018-2020-0595,134,,Huey,ST,134 Huey ST,46628,"House, Garage",In Compliance: Outcome Complete,2014/10/09 00:00:00+00,2015/08/14 00:00:00+00,Demolished,City,-86.2804125649999,41.6777857440001,778
CLOSED,71-08-03-455-026.000-026,018-2025-0812,309,,Huey,ST,309 Huey ST,46628,"House, Shed",In Compliance: Outcome Complete,2016/12/22 00:00:00+00,2017/06/21 00:00:00+00,Repaired,Private,-86.281290623,41.679557436,779
CLOSED,71-08-03-460-002.000-026,018-2024-0736,324,,Huey,ST,324 Huey ST,46628,,In Compliance: Outcome Complete,2013/08/22 00:00:00+00,2014/09/19 00:00:00+00,Demolished,City,-86.280723044,41.6801201170001,780
CLOSED,71-08-03-460-001.000-026,018-2024-0735,326,,Huey,ST,326 Huey ST,46628,,In Compliance: Outcome Complete,2011/11/15 00:00:00+00,2014/06/13 00:00:00+00,Demolished,City,-86.2807273449999,41.6801993350001,781
ACTIVE,71-03-34-404-014.000-026,018-2121-4470,1806,N,O'BRIEN,ST,1806 N O'BRIEN ST,46628,"H​ouse, Garage, Fence",Demo Expired,2020/01/07 00:00:00+00,,,,-86.279901083,41.699543256,782
CLOSED,71-08-03-486-010.000-026,018-2011-0230,1610,,Sibley,AVE,1610 Sibley AVE,46628,House,Moved To RSVP,2019/03/12 00:00:00+00,2015/05/08 00:00:00+00,Repaired,Private,-86.274334358,41.680979318,783
CLOSED,71-08-03-382-002.000-026,018-2067-2478,2526,,Bertrand,ST,2526 Bertrand ST,46628,House,In Compliance: Outcome Complete,2013/08/20 00:00:00+00,2014/10/10 00:00:00+00,Demolished,City,-86.286091728,41.681290216,784
CLOSED,71-08-12-409-014.000-026,018-3031-1200,643,,Bronson,ST,643 Bronson ST,46628,House,In Compliance: Outcome Complete,2014/05/22 00:00:00+00,2014/08/01 00:00:00+00,Demolished,City,-86.241105696,41.6685418380001,785
CLOSED,71-03-34-253-011.000-026,018-2113-4139,2010,,Huey,ST,2010 Huey ST,46628,House,In Compliance: Outcome Complete,2014/07/22 00:00:00+00,2015/03/27 00:00:00+00,Demolished,City,-86.280897889,41.7035285160001,786
CLOSED,71-08-12-476-018.000-026,018-3038-1469,655,,River,AVE,655 River AVE,46618,"House, Garage",In Compliance: Outcome Complete,2019/12/03 00:00:00+00,2020/12/01 00:00:00+00,Repaired,Private,-86.238709389,41.6681939170001,787
CLOSED,71-08-12-331-009.000-026,018-3021-0767,209,E,Bronson,ST,209 E Bronson ST,46601,House,In Compliance: Outcome Complete,2018/02/08 00:00:00+00,2018/02/08 00:00:00+00,Repaired,Private,-86.248100982,41.6684786980001,788
CLOSED,71-09-08-483-017.000-026,018-6097-3468,815,S,Logan,ST,815 S Logan ST,46615,"House, Garage",In Compliance: Outcome Complete,2017/02/21 00:00:00+00,2017/04/28 00:00:00+00,Repaired,Private,-86.196852972,41.667072514,789
CLOSED,71-08-02-155-006.000-026,018-1090-3828,1030,,Diamond,AVE,1030 Diamond AVE,46628,House,In Compliance: Outcome Complete,2018/04/05 00:00:00+00,2018/04/05 00:00:00+00,Repaired,Private,-86.2695721439999,41.6886637150001,790
CLOSED,71-03-34-477-010.000-026,018-2156-5758,1622,N,Brookfield,ST,1622 N Brookfield ST,46628,House,In Compliance: Outcome Complete,2014/09/04 00:00:00+00,2016/03/26 00:00:00+00,Demolished,City,-86.2774802869999,41.696370125,791
CLOSED,71-08-03-386-009.000-026,018-2067-2471,2417,,Kenwood,AVE,2417 Kenwood AVE,46619,House,In Compliance: Outcome Complete,2014/12/04 00:00:00+00,2015/06/09 00:00:00+00,Repaired,Private,-86.284347127,41.6809180540001,792
CLOSED,71-08-02-379-011.000-026,018-1035-1533,520,,Allen,ST,520 Allen ST,46616,"House, Fence",In Compliance: Outcome Complete,2014/05/20 00:00:00+00,2015/03/13 00:00:00+00,Demolished,City,-86.26543228,41.681848668,793
CLOSED,71-08-10-179-005.000-026,018-4034-1225,2630,,Napier,ST,2630 Napier ST,46619,"House, Fence",In Compliance: Outcome Complete,2015/02/03 00:00:00+00,2015/09/16 00:00:00+00,Demolished,City,-86.287077503,41.6726992530001,794
CLOSED,71-08-10-359-016.000-026,018-4044-1627,821,S,Bendix,DR,821 S Bendix DR,46619,House,In Compliance: Outcome Complete,2015/12/01 00:00:00+00,2016/01/12 00:00:00+00,Repaired,Private,-86.2890626669999,41.665848447,795
CLOSED,71-08-02-358-021.000-026,018-1050-2174,314,N,Walnut,ST,314 N Walnut ST,46628,"House, Sheds",In Compliance: Outcome Complete,2017/01/12 00:00:00+00,2018/05/03 00:00:00+00,Demolished,City,-86.270044408,41.679879435,796
CLOSED,71-08-14-458-020.000-026,018-8045-1792,2119,,Kendall,ST,2119 Kendall ST,46613,"House, Garage, Fence",In Compliance: Outcome Complete,2015/05/28 00:00:00+00,2016/02/06 00:00:00+00,Demolished,City,-86.2602276169999,41.6516434220001,797
CLOSED,71-08-14-428-005.000-026,018-8028-1137,1626,S,William,ST,1626 S William ST,46613,"House, Fence",In Compliance: Outcome Complete,2015/06/02 00:00:00+00,2016/02/27 00:00:00+00,Demolished,City,-86.25563138,41.6569069540001,798
CLOSED,71-08-24-154-007.000-026,018-8016-0739,2901,S,Main,ST,2901 S Main ST,46618,"Industrial, Commercial",In Compliance: Outcome Complete,2019/04/30 00:00:00+00,2020/02/11 00:00:00+00,Demolished,Private,-86.2523312709999,41.6430857120001,799
ACTIVE,71-08-02-151-021.000-026,018-1092-3895,1121,N,CLEVELAND,AVE,1121 N CLEVELAND AVE,46628,​House,Demo Affirmed,2022/03/24 00:00:00+00,,,,-86.2690419039999,41.6900070620001,800
ACTIVE,71-08-10-156-048.000-026,018-4054-198201,309-311-320,S,BENDIX,DR,309-311-320 S BENDIX DR,46619,​House,Demo Expired,2020/02/06 00:00:00+00,,,,-86.2892500949999,41.673076764,801
ACTIVE,71-08-13-253-004.000-026,018-7014-0548,514,E,BROADWAY,ST,514 E BROADWAY ST,46613,H​ouse,Repair Deadline Expired,2021/07/08 00:00:00+00,,,,-86.2438150949999,41.659870724,802
CLOSED,71-08-03-453-017.000-026,018-2030-1010,421,N,Huey,ST,421 N Huey ST,46628,House,In Compliance: Outcome Complete,2017/10/31 00:00:00+00,2017/12/06 00:00:00+00,Repaired,Private,-86.281350452,41.6814851510001,803
CLOSED,71-08-03-406-006.000-026,018-2035-1155,802,,Huey,ST,802 Huey ST,46628,,In Compliance: Outcome Complete,,2014/04/23 00:00:00+00,Repaired,Private,-86.280811781,41.6855307370001,804
CLOSED,71-08-03-405-011.000-026,018-2032-1083,805,,Huey,ST,805 Huey ST,46628,,In Compliance: Outcome Complete,,2015/03/03 00:00:00+00,Repaired,Private,-86.281549314,41.6856224370001,805
CLOSED,71-08-03-403-003.000-026,018-2034-1119,830,,Huey,ST,830 Huey ST,46628,,In Compliance: Outcome Complete,,2013/10/22 00:00:00+00,Repaired,Private,-86.280887724,41.6863240920001,806
CLOSED,71-08-03-403-002.000-026,018-2034-1118,834,,Huey,ST,834 Huey ST,46628,House,In Compliance: Outcome Complete,2015/08/20 00:00:00+00,2015/10/29 00:00:00+00,Repaired,Private,-86.280889745,41.6864294010001,807
CLOSED,71-08-03-260-015.000-026,018-2032-1050,905,,Huey,ST,905 Huey ST,46628,"House, Fence",In Compliance: Outcome Complete,2013/11/26 00:00:00+00,2015/02/20 00:00:00+00,Demolished,City,-86.28157003,41.6867519890001,808
CLOSED,71-08-03-260-014.000-026,018-2032-1049,909,,Huey,ST,909 Huey ST,46628,House,In Compliance: Outcome Complete,,2015/11/18 00:00:00+00,Repaired,Private,-86.281574782,41.6868627640001,809
CLOSED,71-08-03-257-011.000-026,018-2093-3514,1014,,Huey,ST,1014 Huey ST,46628,,In Compliance: Outcome Complete,,2015/12/01 00:00:00+00,Repaired,Private,-86.280901936,41.68799754,810
CLOSED,71-08-03-257-005.000-026,018-2093-3502,1038,,Huey,ST,1038 Huey ST,46628,,In Compliance: Outcome Complete,,2014/09/08 00:00:00+00,Repaired,Private,-86.2809134189999,41.6886581850001,811
ACTIVE,71-08-03-253-011.000-026,018-2092-3482,1110,N,HUEY,ST,1110 N HUEY ST,46628,"House, Garage",Repair Order,2022/05/12 00:00:00+00,,,,-86.2809320539999,41.689560638,812
CLOSED,71-08-03-252-024.000-026,018-2090-3396,1111,,Huey,ST,1111 Huey ST,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2013/08/28 00:00:00+00,2014/07/31 00:00:00+00,Demolished,City,-86.2816256419999,41.689555215,813
CLOSED,71-08-03-253-010.000-026,018-2092-3478,1114,,Huey,ST,1114 Huey ST,46628,,In Compliance: Outcome Complete,2013/08/28 00:00:00+00,2014/07/25 00:00:00+00,Demolished,City,-86.280932421,41.689670242,814
CLOSED,71-08-03-252-022.000-026-,018-2090-3388-,1117,,Huey,ST,1117 Huey ST,46628,House,Moved To RSVP,2018/12/11 00:00:00+00,,,,,,815
ACTIVE,71-08-22-231-006.000-026,018-8147-5316,2623,S,GERTRUDE,ST,2623 S GERTRUDE ST,46614,"H​ouse, Garage",Demo Affirmed,2022/04/05 00:00:00+00,,,,-86.2735391369999,41.647301961,816
CLOSED,71-08-24-155-015.000-026,018-8015-0712,2917,S,Michigan,ST,2917 S Michigan ST,46614,"H​ouse, Garage",In Compliance: Outcome Complete,2019/10/24 00:00:00+00,2021/01/07 00:00:00+00,Repaired,Private,-86.250078334,41.6436673960001,817
ACTIVE,71-08-13-403-012.000-026,018-7053-1988,732,E,INDIANA,AVE,732 E INDIANA AVE,46613,H​ouse,Demo Affirmed,2020/10/15 00:00:00+00,,,,-86.239483954,41.6579407070001,818
CLOSED,71-08-09-180-005.000-026,018-4122-4682,120,S,Sheridan,ST,120 S Sheridan ST,46619,House,In Compliance: Outcome Complete,2016/02/18 00:00:00+00,2016/06/01 00:00:00+00,Repaired,Private,-86.303008053,41.674851146,819
CLOSED,71-08-09-176-020.000-026,018-4124-4800,4304,W,Washington,ST,4304 W Washington ST,46619,House,In Compliance: Outcome Complete,2015/01/27 00:00:00+00,2015/10/05 00:00:00+00,Repaired,Private,-86.307872634,41.6752740330001,820
CLOSED,71-09-06-355-008.000-026,018-5078-2758,1234,,Miner,ST,1234 Miner ST,46617,House,In Compliance: Outcome Complete,2016/10/27 00:00:00+00,2016/12/01 00:00:00+00,Repaired,Private,-86.2318334289999,41.6824775470001,821
CLOSED,71-08-02-311-016.000-026,018-1038-1661,633,,Diamond,AVE,633 Diamond AVE,46628,House,In Compliance: Outcome Complete,2017/07/20 00:00:00+00,2017/11/17 00:00:00+00,Repaired,Private,-86.2709366829999,41.683550428,822
CLOSED,71-08-03-182-006.000-026,018-2061-2246,2714,,Hartzer,ST,2714 Hartzer ST,46628,House,In Compliance: Outcome Complete,2016/04/21 00:00:00+00,2016/06/24 00:00:00+00,Repaired,Private,-86.288426954,41.687108101,823
CLOSED,71-08-14-482-024.000-026,018-8046-1856,2222,,Franklin,ST,2222 Franklin ST,46613,House,In Compliance: Outcome Complete,2014/02/04 00:00:00+00,2014/12/18 00:00:00+00,Repaired,Private,-86.254137164,41.651080194,824
CLOSED,71-08-11-376-006.000-026,018-3067-2546,1208,,Ford,ST,1208 Ford ST,46619,"House, Fence",Moved To RSVP,2018/11/06 00:00:00+00,,,,-86.26780602,41.6682907060001,825
CLOSED,71-08-09-128-030.000-026,018-4110-4051,229,N,Albert,AVE,229 N Albert AVE,46619,House,In Compliance: Outcome Complete,2015/04/07 00:00:00+00,2015/09/28 00:00:00+00,Repaired,Private,-86.304923958,41.6781266840001,826
CLOSED,71-08-11-377-003.000-026,018-3067-2574,1218,,Dunham,ST,1218 Dunham ST,46619,House,In Compliance: Outcome Complete,2014/06/12 00:00:00+00,2015/08/14 00:00:00+00,Demolished,City,-86.268288492,41.6664778190001,827
CLOSED,71-08-08-202-011.000-026,018-4141-5540,273,,Westwood,LN,273 Westwood LN,46619,"House, Garage, Fence",In Compliance: Outcome Complete,2014/12/16 00:00:00+00,2015/09/16 00:00:00+00,Demolished,City,-86.316691303,41.6787657080001,828
CLOSED,71-08-10-227-007.000-026,018-2007-006301,223,N,Jackson,ST,223 N Jackson ST,46628,House,In Compliance: Outcome Complete,2014/06/12 00:00:00+00,2015/01/23 00:00:00+00,Demolished,City,-86.276838378,41.679007374,829
CLOSED,71-08-03-285-002.000-026,018-2072-2661,920,N,Brookfield,ST,920 N Brookfield ST,46628,House,In Compliance: Outcome Complete,2014/06/19 00:00:00+00,2015/03/20 00:00:00+00,Demolished,City,-86.277296328,41.68729842,830
CLOSED,71-08-03-458-003.000-026,018-2028-0925,2120,,Bertrand,ST,2120 Bertrand ST,46628,"House, Fence",In Compliance: Outcome Complete,2014/11/04 00:00:00+00,2015/09/23 00:00:00+00,Demolished,City,-86.2805636049999,41.681355899,831
CLOSED,71-08-24-181-006.000-026,018-7157-5571,222,E,Eckman,ST,222 E Eckman ST,46614,"House, Garage, Fence",In Compliance: Outcome Complete,2015/07/07 00:00:00+00,2016/04/19 00:00:00+00,Demolished,City,-86.246872595,41.6460187550001,832
CLOSED,71-08-02-407-023.000-026,018-1070-2991,751,,Cottage Grove,AVE,751 Cottage Grove AVE,46616,,In Compliance: Outcome Complete,2012/08/14 00:00:00+00,2014/06/27 00:00:00+00,Demolished,City,-86.262819158,41.685743239,833
CLOSED,71-08-02-454-016.000-026,018-1054-2315,520,,Cushing,ST,520 Cushing ST,46617,,In Compliance: Outcome Complete,2007/12/13 00:00:00+00,2015/03/20 00:00:00+00,Repaired,Private,-86.260930355,41.6823616520001,834
CLOSED,71-08-02-403-010.000-026,018-1071-3030,811,,Cushing,ST,811 Cushing ST,46616,"House, Garage, Fence",In Compliance: Outcome Complete,2013/02/28 00:00:00+00,2014/10/17 00:00:00+00,Demolished,City,-86.261630052,41.6864672130001,835
CLOSED,71-08-02-403-009.000-026,018-1071-3029,813,,Cushing,ST,813 Cushing ST,46616,House,In Compliance: Outcome Complete,2013/10/15 00:00:00+00,2014/10/17 00:00:00+00,Demolished,City,-86.2616342429999,41.6866018430001,836
CLOSED,71-08-13-332-005.000-026,018-7043-1682,110,E,Dayton,ST,110 E Dayton ST,46613,Commercial Building,In Compliance: Outcome Complete,2013/05/30 00:00:00+00,2015/03/27 00:00:00+00,Demolished,City,-86.249246353,41.6554832480001,837
CLOSED,71-08-13-331-018.000-026,018-7042-1674,309,,Dayton,ST,309 Dayton ST,46613,,In Compliance: Outcome Complete,2013/04/09 00:00:00+00,2014/06/13 00:00:00+00,Demolished,City,-86.245501952,41.6561110150001,838
CLOSED,71-08-13-334-006.000-026,018-7045-1737,402,E,Dayton,ST,402 E Dayton ST,46613,"House, Garage",In Compliance: Outcome Complete,2013/03/14 00:00:00+00,2014/10/24 00:00:00+00,Demolished,City,-86.245133009,41.655624285,839
CLOSED,71-08-13-334-007.000-026,018-7045-1736,406,,Dayton,ST,406 Dayton ST,46613,,In Compliance: Outcome Complete,2013/03/14 00:00:00+00,2014/06/13 00:00:00+00,Demolished,City,-86.244981154,41.6556120830001,840
CLOSED,71-08-13-334-008.000-026,018-7045-1735,410,E,Dayton,ST,410 E Dayton ST,46613,"House, Garage, Fence",In Compliance: Outcome Complete,2014/04/17 00:00:00+00,2015/03/13 00:00:00+00,Demolished,City,-86.244838499,41.6555774770001,841
CLOSED,71-08-13-404-018.000-026,018-7048-1859,513,E,Dayton,ST,513 E Dayton ST,46613,House,In Compliance: Outcome Complete,2012/02/23 00:00:00+00,2014/10/24 00:00:00+00,Demolished,City,-86.243817985,41.656153525,842
CLOSED,71-08-13-404-021.000-026,018-7048-1856,525,E,Dayton,ST,525 E Dayton ST,46613,House,In Compliance: Outcome Complete,2016/08/23 00:00:00+00,2016/11/29 00:00:00+00,Repaired,Private,-86.243300913,41.6561656390001,843
CLOSED,71-08-13-451-014.000-026,018-7048-1871,610,E,Dayton,ST,610 E Dayton ST,46613,House,In Compliance: Outcome Complete,2014/12/02 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.242196845,41.655665904,844
CLOSED,71-08-13-451-015.000-026,018-7048-1870,612,E,Dayton,ST,612 E Dayton ST,46613,,In Compliance: Outcome Complete,2013/08/08 00:00:00+00,2014/08/29 00:00:00+00,Demolished,City,-86.2420533979999,41.6556705080001,845
CLOSED,71-08-03-413-005.000-026,018-2036-1196,636,N,O'BRIEN,ST,636 N O'BRIEN ST,46628,"H​ouse, Garage",In Compliance: Outcome Complete,2021/06/10 00:00:00+00,2022/06/17 00:00:00+00,Demolished,City,-86.279676867,41.683160974,846
CLOSED,71-08-02-379-025.000-026,018-1034-1469,525,N,SHERMAN,AVE,525 N SHERMAN AVE,46616,"H​ouse, Garage, Fence",In Compliance: Outcome Complete,2021/09/30 00:00:00+00,2022/06/06 00:00:00+00,Demolished,City,-86.2648946799999,41.6822698290001,847
CLOSED,71-08-03-253-009.000-026,018-2092-3474,1118,,Huey,ST,1118 Huey ST,46628,,In Compliance: Outcome Complete,2012/12/18 00:00:00+00,2014/07/25 00:00:00+00,Demolished,City,-86.2809372679999,41.6897794710001,848
CLOSED,71-08-03-252-021.000-026,018-2090-3384,1121,,Huey,ST,1121 Huey ST,46628,,In Compliance: Outcome Complete,2011/06/02 00:00:00+00,2014/11/06 00:00:00+00,Repaired,Private,-86.28163159,41.689882964,849
CLOSED,71-08-03-252-018.000-026,018-2090-3372,1133,,Huey,ST,1133 Huey ST,46628,"House, Garage",Moved To RSVP,2017/01/05 00:00:00+00,,,,-86.28163868,41.690212763,850
CLOSED,71-08-03-203-028.000-026,018-2088-3313,1202,,Huey,ST,1202 Huey ST,46628,House,In Compliance: Outcome Complete,2013/09/17 00:00:00+00,2015/11/18 00:00:00+00,Demolished,City,-86.280957434,41.6908910020001,851
CLOSED,71-08-03-202-046.000-026,018-2087-3268,1217,,Huey,ST,1217 Huey ST,46628,,In Compliance: Outcome Complete,2013/04/30 00:00:00+00,2014/09/12 00:00:00+00,Demolished,City,-86.281661709,41.6913268540001,852
CLOSED,71-08-03-202-043.000-026,018-2087-3262,1229,,Huey,ST,1229 Huey ST,46628,,In Compliance: Outcome Complete,2013/02/19 00:00:00+00,2013/05/14 00:00:00+00,Repaired,Private,-86.281667607,41.691656837,853
CLOSED,71-08-03-203-016.000-026,018-2088-3289,1310,,Huey,ST,1310 Huey ST,46628,,In Compliance: Outcome Complete,2011/06/16 00:00:00+00,2013/11/22 00:00:00+00,Repaired,Private,-86.2809828919999,41.692212107,854
CLOSED,71-08-03-202-033.000-026,018-2087-3242,1329,,Huey,ST,1329 Huey ST,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2013/10/29 00:00:00+00,2016/01/22 00:00:00+00,Demolished,City,-86.281690501,41.6927561690001,855
CLOSED,71-08-03-203-007.000-026,018-2196-7358,1348,,Huey,ST,1348 Huey ST,46628,,In Compliance: Outcome Complete,,2015/01/20 00:00:00+00,Repaired,Private,-86.2810047679999,41.6932794570001,856
CLOSED,71-03-34-457-001.000-026,018-2151-5590,1526,,Huey,ST,1526 Huey ST,46628,"House, Garage",In Compliance: Outcome Complete,2014/05/08 00:00:00+00,2015/03/27 00:00:00+00,Demolished,City,-86.2810495159999,41.6955447620001,857
CLOSED,71-03-34-453-013.000-026,018-2149-5550,1610,,Huey,ST,1610 Huey ST,46628,House,In Compliance: Outcome Complete,2014/10/16 00:00:00+00,2015/03/20 00:00:00+00,Repaired,Private,-86.281058366,41.6960114440001,858
CLOSED,71-03-34-453-005.000-026,018-2149-5538,1642,,Huey,ST,1642 Huey ST,46628,,In Compliance: Outcome Complete,2013/01/08 00:00:00+00,2013/03/28 00:00:00+00,Repaired,Private,-86.28107443,41.696886127,859
CLOSED,71-03-34-453-002.000-026,018-2149-5532,1654,,Huey,ST,1654 Huey ST,46628,"House, Garage",Moved To RSVP,2018/10/02 00:00:00+00,2020/01/07 00:00:00+00,Repaired,Private,-86.281082155,41.697219342,860
CLOSED,71-08-03-328-030.000-026,018-2064-2365,807,N,Olive,ST,807 N Olive ST,46628,,In Compliance: Outcome Complete,2014/08/21 00:00:00+00,2014/11/24 00:00:00+00,Repaired,Private,-86.283840094,41.685900636,861
CLOSED,71-08-14-433-003.000-026,018-8008-0377,1824,S,Franklin,ST,1824 S Franklin ST,46613,Commercial Building,In Compliance: Outcome Complete,2019/08/29 00:00:00+00,2020/03/09 00:00:00+00,Demolished,City,-86.254183601,41.654574693,862
