date,year,rep,store,paper,paper.type,unit.price,units.sold,total.sale
8/4/2015,2015,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
8/4/2015,2015,Thomas,Davenport,watercolor,pad,12.15,1,12.15
8/4/2015,2015,Qiaoli,Portland,drawing,pads,10.26,2,20.52
8/4/2015,2015,Thomas,Davenport,drawing,roll,20.99,1,20.99
8/4/2015,2015,Yue,Dublin,drawing,journal,24.94,1,24.94
8/4/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
8/5/2015,2015,Thomas,Davenport,drawing,pads,10.26,2,20.52
8/5/2015,2015,Ran,Dublin,watercolor,pad,12.15,1,12.15
8/5/2015,2015,Ran,Dublin,drawing,journal,24.94,1,24.94
8/5/2015,2015,Arinjay,Portland,watercolor,block,19.34,1,19.34
8/5/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
8/6/2015,2015,Ran,Dublin,drawing,pads,10.26,1,10.26
8/6/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
8/6/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,11,8.47
8/6/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,7,5.39
8/6/2015,2015,Barakat,Portland,watercolor,block,19.34,1,19.34
8/6/2015,2015,Aman,Portland,watercolor,block,19.34,1,19.34
8/7/2015,2015,Mohit,Davenport,watercolor,sheet,0.77,7,5.39
8/8/2015,2015,Ruisi,Dublin,watercolor,block,19.34,1,19.34
8/8/2015,2015,Aman,Portland,drawing,journal,24.94,1,24.94
8/8/2015,2015,Mohit,Davenport,drawing,pads,10.26,3,30.78
8/8/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,6,4.62
8/8/2015,2015,Arijit,Syracuse,drawing,sheet,0.36,5,1.8
8/8/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
8/8/2015,2015,Patrick,Syracuse,watercolor,block,19.34,1,19.34
8/8/2015,2015,Barakat,Portland,watercolor,sheet,0.77,13,10.01
8/8/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
8/8/2015,2015,Arinjay,Portland,drawing,pads,10.26,1,10.26
8/8/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
8/8/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,6,4.62
8/8/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
8/8/2015,2015,Arinjay,Portland,watercolor,block,19.34,2,38.68
8/8/2015,2015,Aman,Portland,watercolor,block,19.34,1,19.34
8/9/2015,2015,Patrick,Syracuse,drawing,pads,10.26,1,10.26
8/9/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
8/9/2015,2015,Ran,Dublin,drawing,journal,24.94,1,24.94
8/9/2015,2015,Patrick,Syracuse,drawing,roll,20.99,1,20.99
8/9/2015,2015,Patrick,Syracuse,watercolor,block,19.34,1,19.34
8/9/2015,2015,Qiaoli,Portland,drawing,pads,10.26,2,20.52
8/9/2015,2015,Yue,Dublin,watercolor,block,19.34,1,19.34
8/9/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,8,6.16
8/9/2015,2015,Yue,Dublin,watercolor,pad,12.15,1,12.15
8/9/2015,2015,Barakat,Portland,watercolor,sheet,0.77,12,9.24
8/9/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
8/9/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
8/9/2015,2015,Qiaoli,Portland,drawing,pads,10.26,1,10.26
8/10/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
8/10/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,3,36.45
8/10/2015,2015,Qiaoli,Portland,drawing,sheet,0.36,12,4.32
8/10/2015,2015,Thomas,Davenport,drawing,pads,10.26,2,20.52
8/10/2015,2015,Yue,Dublin,drawing,pads,10.26,2,20.52
8/10/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
8/10/2015,2015,Ran,Dublin,drawing,pads,10.26,1,10.26
8/10/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
8/11/2015,2015,Yue,Dublin,watercolor,pad,12.15,1,12.15
8/11/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
8/11/2015,2015,Mohit,Davenport,watercolor,sheet,0.77,10,7.7
8/11/2015,2015,Barakat,Portland,drawing,journal,24.94,1,24.94
8/11/2015,2015,Mohit,Davenport,watercolor,pad,12.15,2,24.3
8/12/2015,2015,Mohit,Davenport,drawing,roll,20.99,1,20.99
8/12/2015,2015,Qiaoli,Portland,watercolor,sheet,0.77,14,10.78
8/12/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
8/12/2015,2015,Arijit,Syracuse,drawing,pads,10.26,3,30.78
8/12/2015,2015,Patrick,Syracuse,drawing,roll,20.99,1,20.99
8/12/2015,2015,Ruisi,Dublin,watercolor,block,19.34,1,19.34
8/12/2015,2015,Barakat,Portland,watercolor,pad,12.15,1,12.15
8/12/2015,2015,Aman,Portland,watercolor,pad,12.15,3,36.45
8/13/2015,2015,Barakat,Portland,drawing,pads,10.26,2,20.52
8/13/2015,2015,Arinjay,Portland,watercolor,block,19.34,1,19.34
8/13/2015,2015,Arijit,Syracuse,watercolor,pad,12.15,2,24.3
8/13/2015,2015,Arinjay,Portland,watercolor,sheet,0.77,10,7.7
8/13/2015,2015,Barakat,Portland,drawing,pads,10.26,1,10.26
8/13/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
8/13/2015,2015,Arijit,Syracuse,drawing,pads,10.26,1,10.26
8/13/2015,2015,Aman,Portland,watercolor,sheet,0.77,6,4.62
8/14/2015,2015,Patrick,Syracuse,drawing,pads,10.26,2,20.52
8/14/2015,2015,Mohit,Davenport,drawing,pads,10.26,2,20.52
8/14/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
8/14/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
8/15/2015,2015,Patrick,Syracuse,watercolor,block,19.34,2,38.68
8/15/2015,2015,Arinjay,Portland,drawing,pads,10.26,1,10.26
8/15/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,4,3.08
8/15/2015,2015,Ran,Dublin,watercolor,pad,12.15,2,24.3
8/15/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
8/15/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,8,6.16
8/15/2015,2015,Yue,Dublin,drawing,pads,10.26,1,10.26
8/15/2015,2015,Thomas,Davenport,watercolor,block,19.34,1,19.34
8/15/2015,2015,Mohit,Davenport,drawing,pads,10.26,1,10.26
8/15/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,9,6.93
8/15/2015,2015,Ran,Dublin,watercolor,block,19.34,1,19.34
8/15/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
8/15/2015,2015,Arijit,Syracuse,drawing,journal,24.94,1,24.94
8/15/2015,2015,Barakat,Portland,watercolor,block,19.34,1,19.34
8/15/2015,2015,Qiaoli,Portland,watercolor,sheet,0.77,5,3.85
8/16/2015,2015,Mohit,Davenport,drawing,roll,20.99,1,20.99
8/16/2015,2015,Qiaoli,Portland,drawing,pads,10.26,1,10.26
8/16/2015,2015,Yue,Dublin,watercolor,pad,12.15,2,24.3
8/16/2015,2015,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
8/16/2015,2015,Thomas,Davenport,watercolor,block,19.34,1,19.34
8/16/2015,2015,Mohit,Davenport,watercolor,pad,12.15,1,12.15
8/16/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
8/16/2015,2015,Mohit,Davenport,drawing,pads,10.26,2,20.52
8/16/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
8/16/2015,2015,Mohit,Davenport,watercolor,pad,12.15,2,24.3
8/16/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,6,4.62
8/16/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
8/16/2015,2015,Arinjay,Portland,drawing,pads,10.26,1,10.26
8/16/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
8/16/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,3,36.45
8/17/2015,2015,Barakat,Portland,drawing,pads,10.26,1,10.26
8/18/2015,2015,Barakat,Portland,watercolor,pad,12.15,1,12.15
8/18/2015,2015,Aman,Portland,watercolor,sheet,0.77,7,5.39
8/18/2015,2015,Thomas,Davenport,drawing,sheet,0.36,7,2.52
8/19/2015,2015,Mohit,Davenport,drawing,pads,10.26,1,10.26
8/19/2015,2015,Yue,Dublin,drawing,roll,20.99,2,41.98
8/19/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
8/19/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
8/19/2015,2015,Arinjay,Portland,watercolor,roll,97.99,1,97.99
8/19/2015,2015,Barakat,Portland,drawing,pads,10.26,2,20.52
8/19/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
8/19/2015,2015,Qiaoli,Portland,watercolor,block,19.34,1,19.34
8/20/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
8/20/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
8/20/2015,2015,Mohit,Davenport,drawing,pads,10.26,2,20.52
8/20/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,3,2.31
8/22/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,4,77.36
8/22/2015,2015,Ran,Dublin,drawing,pads,10.26,1,10.26
8/22/2015,2015,Ran,Dublin,watercolor,roll,97.99,1,97.99
8/22/2015,2015,Arinjay,Portland,drawing,roll,20.99,1,20.99
8/22/2015,2015,Patrick,Syracuse,drawing,journal,24.94,1,24.94
8/22/2015,2015,Barakat,Portland,watercolor,pad,12.15,2,24.3
8/22/2015,2015,Mohit,Davenport,watercolor,sheet,0.77,8,6.16
8/22/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
8/22/2015,2015,Patrick,Syracuse,watercolor,block,19.34,1,19.34
8/22/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
8/22/2015,2015,Thomas,Davenport,drawing,pads,10.26,2,20.52
8/22/2015,2015,Arinjay,Portland,drawing,journal,24.94,1,24.94
8/22/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
8/23/2015,2015,Ruisi,Dublin,drawing,pads,10.26,3,30.78
8/23/2015,2015,Aman,Portland,watercolor,pad,12.15,2,24.3
8/23/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
8/23/2015,2015,Thomas,Davenport,drawing,journal,24.94,2,49.88
8/23/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,5,3.85
8/23/2015,2015,Mohit,Davenport,watercolor,sheet,0.77,8,6.16
8/23/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,11,8.47
8/23/2015,2015,Ran,Dublin,watercolor,pad,12.15,1,12.15
8/23/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
8/23/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
8/23/2015,2015,Barakat,Portland,watercolor,sheet,0.77,6,4.62
8/23/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
8/23/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
8/23/2015,2015,Thomas,Davenport,drawing,pads,10.26,1,10.26
8/23/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
8/23/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
8/24/2015,2015,Barakat,Portland,drawing,pads,10.26,1,10.26
8/24/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,2,24.3
8/24/2015,2015,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
8/24/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
8/25/2015,2015,Arinjay,Portland,watercolor,sheet,0.77,8,6.16
8/25/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
8/25/2015,2015,Arijit,Syracuse,watercolor,sheet,0.77,7,5.39
8/25/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
8/25/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
8/25/2015,2015,Thomas,Davenport,drawing,pads,10.26,1,10.26
8/25/2015,2015,Ran,Dublin,drawing,journal,24.94,1,24.94
8/25/2015,2015,Qiaoli,Portland,watercolor,block,19.34,1,19.34
8/25/2015,2015,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
8/25/2015,2015,Aman,Portland,drawing,journal,24.94,1,24.94
8/25/2015,2015,Mohit,Davenport,drawing,pads,10.26,1,10.26
8/26/2015,2015,Yue,Dublin,watercolor,block,19.34,1,19.34
8/26/2015,2015,Qiaoli,Portland,drawing,roll,20.99,1,20.99
8/26/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
8/26/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
8/26/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
8/26/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
8/26/2015,2015,Arinjay,Portland,watercolor,pad,12.15,2,24.3
8/26/2015,2015,Arijit,Syracuse,watercolor,pad,12.15,2,24.3
8/26/2015,2015,Yue,Dublin,watercolor,sheet,0.77,6,4.62
8/27/2015,2015,Barakat,Portland,drawing,pads,10.26,1,10.26
8/27/2015,2015,Arinjay,Portland,drawing,journal,24.94,1,24.94
8/27/2015,2015,Barakat,Portland,watercolor,block,19.34,1,19.34
8/27/2015,2015,Yue,Dublin,watercolor,pad,12.15,1,12.15
8/27/2015,2015,Thomas,Davenport,drawing,sheet,0.36,9,3.24
8/28/2015,2015,Qiaoli,Portland,drawing,roll,20.99,2,41.98
8/28/2015,2015,Thomas,Davenport,drawing,pads,10.26,2,20.52
8/29/2015,2015,Yunzhu,Syracuse,watercolor,sheet,0.77,9,6.93
8/29/2015,2015,Aman,Portland,drawing,roll,20.99,1,20.99
8/29/2015,2015,Thomas,Davenport,watercolor,block,19.34,1,19.34
8/29/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,8,6.16
8/29/2015,2015,Patrick,Syracuse,watercolor,block,19.34,1,19.34
8/29/2015,2015,Aman,Portland,watercolor,roll,97.99,1,97.99
8/29/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
8/30/2015,2015,Patrick,Syracuse,watercolor,block,19.34,2,38.68
8/30/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
8/30/2015,2015,Aman,Portland,drawing,pads,10.26,2,20.52
8/30/2015,2015,Yue,Dublin,watercolor,block,19.34,1,19.34
8/30/2015,2015,Arijit,Syracuse,drawing,pads,10.26,1,10.26
8/30/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
8/30/2015,2015,Barakat,Portland,drawing,pads,10.26,2,20.52
8/30/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,9,6.93
8/30/2015,2015,Yue,Dublin,watercolor,roll,97.99,1,97.99
8/30/2015,2015,Thomas,Davenport,drawing,pads,10.26,3,30.78
8/31/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,6,4.62
8/31/2015,2015,Aman,Portland,drawing,pads,10.26,2,20.52
9/1/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,12,9.24
9/1/2015,2015,Ran,Dublin,watercolor,sheet,0.77,10,7.7
9/1/2015,2015,Yue,Dublin,drawing,journal,24.94,1,24.94
9/1/2015,2015,Thomas,Davenport,watercolor,block,19.34,1,19.34
9/1/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
9/1/2015,2015,Arinjay,Portland,watercolor,pad,12.15,2,24.3
9/1/2015,2015,Mohit,Davenport,watercolor,block,19.34,1,19.34
9/1/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/2/2015,2015,Ran,Dublin,watercolor,pad,12.15,2,24.3
9/2/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
9/2/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
9/2/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
9/2/2015,2015,Thomas,Davenport,drawing,pads,10.26,3,30.78
9/2/2015,2015,Qiaoli,Portland,drawing,roll,20.99,2,41.98
9/2/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
9/2/2015,2015,Mohit,Davenport,drawing,pads,10.26,2,20.52
9/3/2015,2015,Barakat,Portland,drawing,pads,10.26,2,20.52
9/3/2015,2015,Patrick,Syracuse,drawing,roll,20.99,1,20.99
9/3/2015,2015,Thomas,Davenport,drawing,pads,10.26,4,41.04
9/3/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,9,6.93
9/3/2015,2015,Patrick,Syracuse,watercolor,block,19.34,1,19.34
9/3/2015,2015,Barakat,Portland,watercolor,pad,12.15,1,12.15
9/3/2015,2015,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
9/4/2015,2015,Patrick,Syracuse,drawing,pads,10.26,1,10.26
9/4/2015,2015,Ruisi,Dublin,watercolor,block,19.34,1,19.34
9/4/2015,2015,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
9/4/2015,2015,Thomas,Davenport,drawing,pads,10.26,3,30.78
9/4/2015,2015,Ran,Dublin,watercolor,sheet,0.77,9,6.93
9/5/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
9/5/2015,2015,Mohit,Davenport,drawing,pads,10.26,1,10.26
9/5/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
9/5/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
9/5/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
9/5/2015,2015,Thomas,Davenport,drawing,pads,10.26,1,10.26
9/5/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
9/5/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
9/5/2015,2015,Mohit,Davenport,watercolor,pad,12.15,1,12.15
9/5/2015,2015,Yue,Dublin,drawing,journal,24.94,1,24.94
9/5/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
9/5/2015,2015,Ran,Dublin,watercolor,block,19.34,1,19.34
9/5/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,2,24.3
9/5/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
9/6/2015,2015,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
9/6/2015,2015,Yue,Dublin,watercolor,sheet,0.77,9,6.93
9/6/2015,2015,Qiaoli,Portland,watercolor,block,19.34,1,19.34
9/6/2015,2015,Ran,Dublin,drawing,roll,20.99,1,20.99
9/6/2015,2015,Arinjay,Portland,drawing,journal,24.94,1,24.94
9/6/2015,2015,Arijit,Syracuse,drawing,pads,10.26,1,10.26
9/6/2015,2015,Ran,Dublin,watercolor,block,19.34,1,19.34
9/6/2015,2015,Yunzhu,Syracuse,watercolor,roll,97.99,1,97.99
9/6/2015,2015,Barakat,Portland,watercolor,block,19.34,1,19.34
9/6/2015,2015,Mohit,Davenport,drawing,pads,10.26,3,30.78
9/6/2015,2015,Arijit,Syracuse,watercolor,sheet,0.77,4,3.08
9/6/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/7/2015,2015,Arinjay,Portland,watercolor,pad,12.15,1,12.15
9/7/2015,2015,Yue,Dublin,watercolor,pad,12.15,1,12.15
9/7/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/7/2015,2015,Patrick,Syracuse,drawing,journal,24.94,1,24.94
9/7/2015,2015,Arinjay,Portland,watercolor,pad,12.15,1,12.15
9/7/2015,2015,Thomas,Davenport,watercolor,pad,12.15,3,36.45
9/7/2015,2015,Aman,Portland,drawing,journal,24.94,1,24.94
9/7/2015,2015,Ruisi,Dublin,drawing,roll,20.99,1,20.99
9/8/2015,2015,Aman,Portland,watercolor,block,19.34,1,19.34
9/8/2015,2015,Thomas,Davenport,watercolor,block,19.34,1,19.34
9/8/2015,2015,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
9/8/2015,2015,Qiaoli,Portland,watercolor,block,19.34,1,19.34
9/9/2015,2015,Arinjay,Portland,watercolor,block,19.34,2,38.68
9/9/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
9/9/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
9/9/2015,2015,Barakat,Portland,watercolor,sheet,0.77,12,9.24
9/9/2015,2015,Ran,Dublin,watercolor,sheet,0.77,10,7.7
9/9/2015,2015,Yue,Dublin,watercolor,sheet,0.77,7,5.39
9/9/2015,2015,Qiaoli,Portland,drawing,pads,10.26,1,10.26
9/10/2015,2015,Aman,Portland,drawing,pads,10.26,2,20.52
9/10/2015,2015,Patrick,Syracuse,watercolor,block,19.34,2,38.68
9/10/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
9/10/2015,2015,Qiaoli,Portland,watercolor,sheet,0.77,4,3.08
9/10/2015,2015,Aman,Portland,drawing,roll,20.99,1,20.99
9/10/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,8,6.16
9/11/2015,2015,Arijit,Syracuse,watercolor,block,19.34,1,19.34
9/11/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
9/11/2015,2015,Thomas,Davenport,drawing,pads,10.26,1,10.26
9/11/2015,2015,Thomas,Davenport,watercolor,block,19.34,1,19.34
9/11/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
9/11/2015,2015,Mohit,Davenport,drawing,roll,20.99,2,41.98
9/11/2015,2015,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
9/12/2015,2015,Ran,Dublin,watercolor,sheet,0.77,4,3.08
9/12/2015,2015,Arinjay,Portland,watercolor,roll,97.99,1,97.99
9/12/2015,2015,Barakat,Portland,watercolor,sheet,0.77,9,6.93
9/12/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
9/12/2015,2015,Qiaoli,Portland,watercolor,sheet,0.77,7,5.39
9/12/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
9/12/2015,2015,Ruisi,Dublin,watercolor,pad,12.15,2,24.3
9/12/2015,2015,Yue,Dublin,watercolor,block,19.34,1,19.34
9/12/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/12/2015,2015,Ruisi,Dublin,drawing,journal,24.94,1,24.94
9/12/2015,2015,Patrick,Syracuse,drawing,journal,24.94,2,49.88
9/13/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/13/2015,2015,Ran,Dublin,watercolor,sheet,0.77,9,6.93
9/13/2015,2015,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
9/13/2015,2015,Thomas,Davenport,watercolor,sheet,0.77,6,4.62
9/13/2015,2015,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
9/13/2015,2015,Yue,Dublin,drawing,pads,10.26,1,10.26
9/13/2015,2015,Ran,Dublin,watercolor,pad,12.15,1,12.15
9/13/2015,2015,Yue,Dublin,drawing,journal,24.94,1,24.94
9/14/2015,2015,Qiaoli,Portland,drawing,journal,24.94,1,24.94
9/14/2015,2015,Mohit,Davenport,drawing,pads,10.26,2,20.52
9/14/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
9/14/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
9/14/2015,2015,Mohit,Davenport,drawing,journal,24.94,1,24.94
9/14/2015,2015,Yue,Dublin,drawing,roll,20.99,1,20.99
9/14/2015,2015,Ran,Dublin,drawing,journal,24.94,1,24.94
9/15/2015,2015,Ran,Dublin,watercolor,block,19.34,1,19.34
9/15/2015,2015,Ruisi,Dublin,watercolor,roll,97.99,1,97.99
9/15/2015,2015,Qiaoli,Portland,watercolor,block,19.34,2,38.68
9/15/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,9,6.93
9/15/2015,2015,Arinjay,Portland,drawing,pads,10.26,3,30.78
9/16/2015,2015,Patrick,Syracuse,watercolor,sheet,0.77,9,6.93
9/16/2015,2015,Thomas,Davenport,drawing,journal,24.94,1,24.94
9/16/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
9/16/2015,2015,Yue,Dublin,watercolor,pad,12.15,1,12.15
9/16/2015,2015,Thomas,Davenport,drawing,pads,10.26,1,10.26
9/16/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
9/17/2015,2015,Yue,Dublin,watercolor,sheet,0.77,9,6.93
9/17/2015,2015,Arijit,Syracuse,watercolor,block,19.34,1,19.34
9/17/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
9/17/2015,2015,Ruisi,Dublin,drawing,pads,10.26,2,20.52
9/17/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
9/17/2015,2015,Barakat,Portland,drawing,journal,24.94,1,24.94
9/17/2015,2015,Arinjay,Portland,watercolor,sheet,0.77,4,3.08
9/17/2015,2015,Mohit,Davenport,drawing,pads,10.26,1,10.26
9/17/2015,2015,Thomas,Davenport,watercolor,pad,12.15,2,24.3
9/18/2015,2015,Barakat,Portland,watercolor,pad,12.15,1,12.15
9/18/2015,2015,Arinjay,Portland,watercolor,pad,12.15,1,12.15
9/18/2015,2015,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
9/18/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/18/2015,2015,Barakat,Portland,watercolor,block,19.34,3,58.02
9/19/2015,2015,Ran,Dublin,drawing,journal,24.94,1,24.94
9/19/2015,2015,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
9/19/2015,2015,Thomas,Davenport,drawing,pads,10.26,2,20.52
9/19/2015,2015,Aman,Portland,watercolor,sheet,0.77,8,6.16
9/19/2015,2015,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
9/19/2015,2015,Patrick,Syracuse,drawing,sheet,0.36,16,5.76
9/19/2015,2015,Arinjay,Portland,drawing,pads,10.26,1,10.26
9/19/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
9/19/2015,2015,Aman,Portland,watercolor,block,19.34,1,19.34
9/20/2015,2015,Ran,Dublin,drawing,pads,10.26,1,10.26
9/20/2015,2015,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/20/2015,2015,Barakat,Portland,watercolor,pad,12.15,3,36.45
9/20/2015,2015,Thomas,Davenport,drawing,pads,10.26,1,10.26
9/20/2015,2015,Yunzhu,Syracuse,drawing,roll,20.99,1,20.99
9/20/2015,2015,Aman,Portland,drawing,journal,24.94,1,24.94
9/20/2015,2015,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
9/20/2015,2015,Mohit,Davenport,watercolor,sheet,0.77,8,6.16
9/20/2015,2015,Mohit,Davenport,watercolor,pad,12.15,2,24.3
9/20/2015,2015,Qiaoli,Portland,watercolor,block,19.34,1,19.34
9/20/2015,2015,Ran,Dublin,watercolor,block,19.34,2,38.68
9/20/2015,2015,Barakat,Portland,watercolor,pad,12.15,3,36.45
9/20/2015,2015,Mohit,Davenport,drawing,roll,20.99,1,20.99
9/21/2015,2015,Ran,Dublin,watercolor,block,19.34,2,38.68
9/21/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,2,24.3
9/21/2015,2015,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
9/21/2015,2015,Yue,Dublin,drawing,journal,24.94,1,24.94
9/21/2015,2015,Aman,Portland,watercolor,pad,12.15,1,12.15
